"place","game","category","subcategory(s)","variable(s)","platformname","regionname","players","time","date","video","comment"
3.0,"WWF Super Wrestlemania","Genesis","Tag Team","","Sega Genesis","USA / NTSC","baldnate",96.0,"2019-07-20","https://www.youtube.com/watch?v=I5xprfcHcQE","Played on a Genesis v2 with MED x5.    MOD: Time corrected to new timer rule -NN"
2.0,"Ishido: The Way of the Stones","1 Win (Lynx)","","","Atari Lynx","USA / NTSC","baldnate",178.0,"2019-07-14","https://www.youtube.com/watch?v=Owc_eP_rjPU","Now on Lynx!    Time started when pressing ""Start Game"".  Time ended when ""Congratulations"" appeared."
2.0,"Xenophobe","Max Score (NES)","","","Nintendo Entertainment System","USA / NTSC","baldnate",2828.0,"2019-07-10","https://www.youtube.com/watch?v=f1yhrV2FE8E","Played on a front-loader with an EDN8."
3.0,"Xenophobe","Single Loop (NES)","","","Nintendo Entertainment System","USA / NTSC","baldnate",1657.0,"2019-07-07","https://www.youtube.com/watch?v=G9zFQrZVrUA","Played on a front-loader with an EDN8."
2.0,"Spanky's Quest (SNES)","Any% JP","","","Super Nintendo","JPN / NTSC","baldnate",2405.0,"2019-07-06","https://www.youtube.com/watch?v=FbSHs8LMaDE","Played on a SNS-001 with an original cart.    Control gained: 4.21  Points appearing after final boss: 40:09.46    Total time: 40:05.25"
19.0,"Golden Axe","Beginner","","Tyris Flare -- 5","Sega Genesis","USA / NTSC","baldnate",232.0,"2019-07-05","https://www.youtube.com/watch?v=9NNlhcSszhE","Played on a Genesis v2 with original cart.    Wasn't sure when the ""final blow upon Death Adder Jr."" is when you kill him with magic.  I picked a pretty conservative moment to time it at (3:52.74 by my split timer)."
1.0,"Wimbledon Championship Tennis","Singles Match","Genesis","","Sega Genesis","USA / NTSC","baldnate",173.0,"2019-07-05","https://www.youtube.com/watch?v=CsXzxtS17bA","Played on a Genesis v2 with original cart."
1.0,"Wimbledon Championship Tennis","Doubles Match","Genesis","","Sega Genesis","USA / NTSC","baldnate",259.0,"2019-07-05","https://www.youtube.com/watch?v=y-BtVwGWgcQ","Played on a Genesis v2 with original cart.    Match Won appears on 4:19. Time Adjusted accordingly - Tenka"
1.0,"Space Spartans","1 Loop","","","Intellivision","USA / NTSC","baldnate",158.0,"2019-07-05","https://youtu.be/CUtOQXnyOYM","None"
15.0,"Ironsword: Wizards & Warriors II","Any%","","","Nintendo Entertainment System","","baldnate",681.0,"2019-07-04","https://www.youtube.com/watch?v=hcWF6Ip4z7o","Played on a front-loader with an original cart."
1.0,"Ishido: The Way of the Stones","1 Win (GEN)","","","Sega Genesis","USA / NTSC","baldnate",133.0,"2019-06-30","https://www.youtube.com/watch?v=057lg1kO1uM","Played on a Genesis v2 with a MED x5."
2.0,"The Electric Company: Math Fun","99/99","","","Intellivision","USA / NTSC","baldnate",528.0,"2019-06-30","https://youtu.be/lIQSeACZVUA","Played on BizHawk."
1.0,"Ishido: The Way of the Stones","1 Win (Amiga)","","","Amiga","USA / NTSC","baldnate",117.0,"2019-06-27","https://www.youtube.com/watch?v=u2ikXsal0sA","Note: this version differs enough from the Genesis version that I chose slightly different start and stop points.    First tile to place appears in the upper right corner - 1.24  Last tile to place disappears from the upper right corner - 1:58.27    Total run time - 1:57.03"
3.0,"Portal for the C64","Beat The Game","Full Game","","Commodore 64","","baldnate",195.05,"2019-06-26","https://www.youtube.com/watch?v=v1iPuFYPz5A","NTSC version, played on VICE.    Gained control - 0:2.34  Credits - 3:17.39    Run duration - 3:15.05"
3.0,"Portal for the C64","Beat The Game","1-10","","Commodore 64","","baldnate",74.45,"2019-06-26","https://www.youtube.com/watch?v=U9_E2_yfjtg","NTSC version, played on VICE.    Gained control in Level 1 - 0:2.34  Level 10 complete - 1:16.79  "
1.0,"One on One: Dr. J vs. Larry Bird","21%","","","Atari 7800","USA / NTSC","baldnate",100.87,"2019-06-25","https://www.youtube.com/watch?v=TRNNynp-oy8","Start at 0.10  End at 1:40.97"
1.0,"Robotron: 2084","GBA","10 Waves","","Game Boy Advance","USA / NTSC","baldnate",79.44,"2019-06-25","https://www.youtube.com/watch?v=BdTLt1iJ8Pk","Control gained at 0.68  Wave 10 cleared at 1:20.12    Run time: 1:19.44"
1.0,"Robotron: 2084","GBA","20 Waves","","Game Boy Advance","USA / NTSC","baldnate",169.01,"2019-06-25","https://www.youtube.com/watch?v=dibU2H-l5ho","Control gained at 0.68  Wave 20 cleared at 2:49.69    Run time: 2:49.01"
4.0,"Anticipation","Easy","","","Nintendo Entertainment System","","baldnate",370.0,"2019-06-22","https://www.youtube.com/watch?v=V8ByHlItsgI","Played on a front-loader NES with original cart."
5.0,"Dragonfire","Death%","","","Atari 2600","","baldnate",1.51,"2019-06-22","https://www.youtube.com/watch?v=RBf1KqXl09s","None"
10.0,"Gun-Nac","Any% Novice","No Ricochet of bullets","","Nintendo Entertainment System","USA / NTSC","baldnate",2566.0,"2019-06-22","https://www.youtube.com/watch?v=PTBt0NfLqJA","Played on a front-loader NES with an EDN8."
10.0,"Super Dodge Ball","100% (Easy)","Original NES version","","Nintendo Entertainment System","USA / NTSC","baldnate",351.0,"2019-06-16","https://www.youtube.com/watch?v=NmScqswccyo","Played on a front-loader with an EDN8."
1.0,"Satan's Hollow","One Wave Loop","","","Arcade","USA / NTSC","baldnate",58.52,"2019-06-12","https://www.youtube.com/watch?v=VFerBRIeZaI","None"
3.0,"Satan's Hollow","Defeat Satan","","","Arcade","USA / NTSC","baldnate",32.81,"2019-06-12","https://www.youtube.com/watch?v=3nwBC_RLYRI","None"
2.0,"Super Dodge Ball","Any% (Easy)","Original NES version","","Nintendo Entertainment System","USA / NTSC","baldnate",311.0,"2019-06-12","https://www.youtube.com/watch?v=Krblk1y3Pk8","Played on a front-loader with an EDN8."
1.0,"Aighina no Yogen: From the Legend of Balubalouk","Any% NES/FC","","","Nintendo Entertainment System","JPN / NTSC","baldnate",4155.0,"2019-06-11","https://www.youtube.com/watch?v=5wDyB4PwwTk","Played on a front-loader with an EDN8.    Started timer about 1 second early."
1.0,"King of the Monsters 2 (Genesis)","Beat The Game","","","Sega Genesis","USA / NTSC","baldnate",1107.0,"2019-06-02","https://www.youtube.com/watch?v=mGMMChz66zk","Played on a Genesis v2 with original cart."
6.0,"Midnight Resistance (Genesis/Mega Drive)","Any% Free Aim [Easy]","","","Sega Genesis","USA / NTSC","baldnate",789.0,"2019-06-01","https://www.youtube.com/watch?v=-rzk4DMdYug","Played on a Genesis v2 with an MED x5."
2.0,"Rex Ronan: Experimental Surgeon","any%","","","Super Nintendo","USA / NTSC","baldnate",865.0,"2019-05-31","https://www.youtube.com/watch?v=9eeKmWrZC3w","Played on a SNS-001 with an SD2SNES."
7.0,"Power Stone 2","Arcade Mode Any%","","Jack","Dreamcast","USA / NTSC","baldnate",464.0,"2019-05-30","https://www.youtube.com/watch?v=gSGSvmJ9BwY","Played on a Dreamcast with original disc."
2.0,"Magical Drop F: Daibouken Mo Rakujyanai","Normal","","","PlayStation","JPN / NTSC","baldnate",282.0,"2019-05-28","https://www.youtube.com/watch?v=epUs1ZcMnZ8","None"
2.0,"Magical Drop F: Daibouken Mo Rakujyanai","Hard","","","PlayStation","JPN / NTSC","baldnate",1023.0,"2019-05-28","https://www.youtube.com/watch?v=we_qd28ZULk","None"
2.0,"Magical Drop F: Daibouken Mo Rakujyanai","Easy","","","PlayStation","JPN / NTSC","baldnate",108.0,"2019-05-28","https://www.youtube.com/watch?v=NPLCeucd3cA","None"
1.0,"1943 Kai: Midway Kaisen","Easy","","","TurboGrafx-16/PC Engine","JPN / NTSC","baldnate",1972.0,"2019-05-18","https://www.youtube.com/watch?v=dVwBimvN1_s","Played on a TurboGrafx16 with TBED."
33.0,"Tetris (Game Boy)","100 Lines, Level 0 Start","","","Super Game Boy 2","USA / NTSC","baldnate",453.0,"2019-05-18","https://www.youtube.com/watch?v=ugr26KS1P40","None"
1.0,"Magical Chase GB","Easy (らくらく)","","Gambatte","Game Boy Color","JPN / NTSC","baldnate",1640.0,"2019-05-14","https://www.youtube.com/watch?v=BkbKSIECFIE","Played on Gambatte Qt r532 (Windows)"
8.0,"Gradius III","Easy","","","Super Nintendo","JPN / NTSC","baldnate",1550.0,"2019-05-12","https://www.youtube.com/watch?v=EzknrKgFi6k","Played on a SNS-001 with an original cart.    Timer started 4.6 seconds early."
1.0,"1943 Kai: Midway Kaisen","Hard","","","TurboGrafx-16/PC Engine","JPN / NTSC","baldnate",2076.0,"2019-04-01","https://www.youtube.com/watch?v=TxpnnNPXCFA","Played on a TurboGrafx16 with TBED."
1.0,"1943 Kai: Midway Kaisen","Normal","","","TurboGrafx-16/PC Engine","JPN / NTSC","baldnate",2023.0,"2019-04-01","https://www.youtube.com/watch?v=JbZs535yGXM","Played on a TurboGrafx16 with TBED."
1.0,"Magical Chase GB","Excited (わくわく)","","BizHawk","Game Boy Color","JPN / NTSC","baldnate",1864.0,"2019-03-30","https://www.youtube.com/watch?v=CA_sPrrd550","Played on BizHawk 2.30, Gambatte core"
2.0,"Qix","Level 10 (NES)","","","Nintendo Entertainment System","USA / NTSC","baldnate",270.0,"2019-03-29","https://www.youtube.com/watch?v=7zdTl-gW_aw","Played on a front-loader with an EDN"
2.0,"Battle Dodgeball 2","Beat The Game","","","Super Nintendo","JPN / NTSC","baldnate",2541.0,"2019-03-24","https://www.youtube.com/watch?v=lr7RPJox40k","Played on a SNS-001 with an original cart."
6.0,"SEGA Bass Fishing","Arcade Mode (DC) Any%","","","Dreamcast","USA / NTSC","baldnate",299.0,"2019-03-23","https://www.youtube.com/watch?v=oLf4xoTTMHw","None"
75.0,"Dr. Mario (NES)","0-10","","","Nintendo Entertainment System","USA / NTSC","baldnate",1160.0,"2019-03-21","https://www.youtube.com/watch?v=J1ja3Mpwdlg","Played on a front-loader NES with original cart."
1.0,"Vegas Stakes (SNES)","Single Segment","","","Super Nintendo","USA / NTSC","baldnate",239.0,"2019-03-16","https://www.youtube.com/watch?v=5o1M-dCpft0","Played on a SNS-001 with an original cart.    BECOME MUSTARD"
7.0,"Shaq Fu (Genesis)","Story Mode Easy","","","Sega Genesis","USA / NTSC","baldnate",559.0,"2019-03-16","https://www.youtube.com/watch?v=rfmVz2N6LZk","Played on a Genesis model 2 with an original cart."
1.0,"Ninja Spirit (TG-16)","Any% Sword + Clones","","","TurboGrafx-16/PC Engine","USA / NTSC","baldnate",631.0,"2019-03-07","https://www.youtube.com/watch?v=-JGWvyv6Hbc","Played on a TurboGrafx-16 with TBED.    1 death.    (Retimed according to new timing rules on July 6th, 2019 by baldnate.)"
12.0,"Bonk's Adventure (TG-16)","Any%","","","TurboGrafx-16/PC Engine","USA / NTSC","baldnate",3411.0,"2019-03-04","https://www.youtube.com/watch?v=NsU8UlEpJG0","Played on a TurboGrafx16 with original cart.    I started time at pressing run at the starting screen, and ended time at loss of control after King Drool."
8.0,"Streets of Rage","Blaze","Easy -- No% -- Genesis","","Sega Genesis","USA / NTSC","baldnate",2390.0,"2019-03-03","https://www.youtube.com/watch?v=D0yhBCr7WcM","Played on a Genesis model 2 on an original cart.    Gained control: 8.72  Lost control: 40:05.10  Run Length: 39:56.38 - 6.26 (US Mr. X Text Duration) == 39:50.12"
5.0,"NBA Jam","Single Game Victory","GEN","","Sega Genesis","USA / NTSC","baldnate",367.066,"2019-03-02","https://www.youtube.com/watch?v=V7kZfB5XLyc","Played on a Genesis Model 2 with an original cart.    Total Run Time: 6:07.06    6:07.066"
3.0,"NBA Jam","Single Game Victory","SNES","","Super Nintendo","USA / NTSC","baldnate",378.7,"2019-02-27","https://www.youtube.com/watch?v=9FOXXikI6ao","Played on a SNS-001 with an original cart.    Start time: .15  End time: 6:18.85  Total Run Time: 6:18.70    6:18.700"
3.0,"Vegas Stakes (SNES)","Vegas Adventure","","","Super Nintendo","USA / NTSC","baldnate",180.0,"2019-02-25","https://www.youtube.com/watch?v=mnKKbf4bZ_0","Played on a SNS-001 with an original cart.    YOU WILL CHUG DA MUSTARD"
5.0,"Hoops","1-On-1 Victory","","","Nintendo Entertainment System","USA / NTSC","baldnate",156.0,"2019-02-22","https://www.youtube.com/watch?v=2xFC2Lx7jzo","Played on a front-loader with an original cart."
23.0,"TaleSpin (NES)","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",1084.0,"2019-02-10","https://www.youtube.com/watch?v=o37BjCUbvpI","Played on a front-loader with an EDN8.    Start pressed at segment time 15.87  Propeller broken at segment time 18:20.02"
1.0,"Wai Wai World 2: SOS!! Parsley Jou","Beat the game","","","Nintendo Entertainment System","JPN / NTSC","baldnate",2441.0,"2019-02-10","https://www.youtube.com/watch?v=IWyhyHO1pc0","Played on a front-loader with an EDN8"
15.0,"The Great Circus Mystery Starring Mickey & Minnie","Any% Easy","","","Super Nintendo","USA / NTSC","baldnate",1555.0,"2019-02-10","https://www.youtube.com/watch?v=DLQ16LEKbVA","Played on a SNS-001 with a SD2SNES    Character selected at segment time 27.36  Final hit at segment time 26:23.03"
56.0,"Chip 'n Dale Rescue Rangers 2","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",1333.0,"2019-02-10","https://www.youtube.com/watch?v=tuYTnDIbXnI","Played on a front-loader with an EDN8.    Gained control at segment time 22.81  Final hit at segment time 22:36.00"
26.0,"QuackShot Starring Donald Duck","Any%","","EverDrive X7","Sega Genesis","USA / NTSC","baldnate",1892.0,"2019-02-10","https://www.youtube.com/watch?v=5jTo3HUytZY","Played on a Genesis v2 with a MED.    Game start at segment time 29.97  Dialog box at segment time 32:02.94"
56.0,"Goof Troop","Max","US","","Super Nintendo","USA / NTSC","baldnate",2347.0,"2019-02-10","https://www.youtube.com/watch?v=o_cwRtUATnU","Played on a SNS-001 with a SD2SNES.    Character selected at segment time 0.04  Stage clear at segment time 39:07.62    No IGT as this was in a multi-game race :-("
13.0,"Mickey's Dangerous Chase","Any%","","","Game Boy Color","USA / NTSC","baldnate",1257.0,"2019-01-30","https://www.youtube.com/watch?v=JBuZl3L83nQ","Played on BizHawk version 2.3.0 (x64) using Gambatte core."
7.0,"The Lucky Dime Caper Starring Donald Duck","Beat the Game","","","Sega Master System","BRA / PAL","baldnate",1194.0,"2019-01-27","https://www.youtube.com/watch?v=HK8mLUSn85k","Played on a Genesis v2 with a Mega Everdrive."
12.0,"The Terminator (Virgin Game / Sega)","Any% Easy","","","Sega Genesis","USA / NTSC","baldnate",508.0,"2019-01-26","https://www.youtube.com/watch?v=TZve86kbHvo","Played on a Genesis v2 with a Mega Everdrive"
1.0,"F-22 Interceptor","Ace's Challenge - Cadet","","","Sega Genesis","USA / NTSC","baldnate",229.0,"2019-01-26","https://www.youtube.com/watch?v=pm6BztjL7fk","Played on a Genesis v2 with an original cart."
1.0,"F-117 Night Storm","Arcade","","","Sega Genesis","USA / NTSC","baldnate",573.0,"2019-01-26","https://www.youtube.com/watch?v=EVxa8gujU_o","Played on a Genesis v2 with an original cart."
2.0,"Ikaruga","Level 1 - 1CC - Single player","","","Dreamcast","","baldnate",1352.34,"2019-01-22","https://www.youtube.com/watch?v=e5fLJU85dNM","Played on a Dreamcast.  Some time losing mistakes, but getting better!     Gained control - 0.44  End text appears over white background - 22:32.78"
10.0,"Gargoyles","Easy Any%","","","Sega Genesis","USA / NTSC","baldnate",1409.0,"2019-01-22","https://www.youtube.com/watch?v=1iD3EhwMw54","Played on a Genesis v2 with a MED.     Gain control - 0.92  Final hit to Demona - 23:30.35"
85.0,"DuckTales 2 (NES)","Any%","","Easy","Nintendo Entertainment System","USA / NTSC","baldnate",665.0,"2019-01-13","https://www.youtube.com/watch?v=XK3S535Rwz0","Played on a front-loader with an EDN8 "
82.0,"Marble Madness (NES)","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",211.0,"2019-01-03","https://www.youtube.com/watch?v=LQ42Q5pYnf8","Played on a front-loader with an original cart."
1.0,"Magical Chase","Rough","","","TurboGrafx-16/PC Engine","USA / NTSC","baldnate",1642.0,"2019-01-03","https://www.youtube.com/watch?v=BtYhCiNz9mc","Played on a TG-16 with a TBED."
1.0,"Magical Chase","Breeze","","","TurboGrafx-16/PC Engine","USA / NTSC","baldnate",593.0,"2019-01-03","https://www.youtube.com/watch?v=i6rMbAL74CA","Played on a TG-16 with a TBED."
145.0,"DuckTales (NES)","Any%","","Easy","Nintendo Entertainment System","USA / NTSC","baldnate",466.0,"2019-01-01","https://www.twitch.tv/videos/357577896","Played on a front-loader with an EDN8.    Twitch highlight: https://www.twitch.tv/videos/357577896"
1.0,"John Elway's Quarterback","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",587.0,"2018-12-23","https://www.youtube.com/watch?v=aeqMuUv6IPc","Played on a front-loader with original cart.    Field appears - 0.94  End of Game appears - 9:48.53  "
2.0,"Major League Baseball","Win Game (1P)","","","Nintendo Entertainment System","","baldnate",934.0,"2018-12-18","https://www.youtube.com/watch?v=tNGKk-cbJbQ","Played on a front-loader with original cart.    Play Ball - 1.56  Game Over - 15:36.04  "
5.0,"Duck Hunt","500,000 Points (Game C)","","","Nintendo Entertainment System","USA / NTSC","baldnate",561.0,"2018-12-16","https://www.youtube.com/watch?v=LKgcVCOvyhY","Played on a front-loader with original cart."
14.0,"Hogan's Alley","50000 Points","Mode B","","Nintendo Entertainment System","USA / NTSC","baldnate",200.0,"2018-12-16","https://youtu.be/ZsLyY-VpcpQ","Played on a front-loader with an EDN8."
11.0,"Hogan's Alley","50000 Points","Mode A","","Nintendo Entertainment System","USA / NTSC","baldnate",324.0,"2018-12-16","https://www.youtube.com/watch?v=j4hzYop_iyE","Played on a front-loader with an EDN8."
14.0,"Duck Hunt","250,000 Points (Game B)","","","Nintendo Entertainment System","USA / NTSC","baldnate",407.0,"2018-12-16","https://www.youtube.com/watch?v=g6zoNIfksGw","Played on a front-loader with original cart."
13.0,"Duck Hunt","250,000 Points (Game C)","","","Nintendo Entertainment System","USA / NTSC","baldnate",343.0,"2018-12-16","https://www.youtube.com/watch?v=OMdghVDyVko","Played on a front-loader with original cart."
42.0,"Duck Hunt","100,000 Points (Game B)","","","Nintendo Entertainment System","USA / NTSC","baldnate",188.0,"2018-12-16","https://www.youtube.com/watch?v=arZaeJmRSTY","Played on a front-loader with original cart."
7.0,"Duck Hunt","500,000 Points (Game B)","","","Nintendo Entertainment System","USA / NTSC","baldnate",740.0,"2018-12-16","https://www.youtube.com/watch?v=BbL7ncmH61A","Played on a front-loader with original cart."
9.0,"Hogan's Alley","50000 Points","Mode C","","Nintendo Entertainment System","USA / NTSC","baldnate",55.26,"2018-12-16","https://www.youtube.com/watch?v=LXdfw9TRCws","Played on a front-loader with an EDN8."
183.0,"Castlevania (NES)","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",831.0,"2018-11-26","https://www.youtube.com/watch?v=AbC51dx51J8","Played on an EDN8 in a front-loader."
47.0,"Super C","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",877.0,"2018-11-15","https://www.youtube.com/watch?v=-_829pCjjkM","Played on a EDN8 in a front-loader."
24.0,"Karnov","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",589.0,"2018-11-04","https://www.youtube.com/watch?v=nrR6qez9Nfo","Looks like a 49 to me    (baldnate edit: whoops, marked it as emu but I played it on a front-loader)"
1.0,"Battle Mania: Daiginjo","Any%","","","Sega Genesis","JPN / NTSC","baldnate",2428.0,"2018-10-27","https://www.youtube.com/watch?v=ahGha5DdVHQ","None"
2.0,"Iron Blood","Levels 1 through 3","","","MS-DOS","USA / NTSC","baldnate",647.0,"2018-10-22","https://www.youtube.com/watch?v=FklqwI4Glgs","None"
7.0,"Lemmings","Fun","NES","","Nintendo Entertainment System","USA / NTSC","baldnate",3682.0,"2018-10-22","https://youtu.be/_hVAh2fezlU","The NES version is pretty bad, but every game deserves a run.    Should be easy to beat if anyone else is willing to play it."
2.0,"Lemmings","Fun","SMS","","Sega Master System","USA / NTSC","baldnate",4984.0,"2018-10-22","https://www.youtube.com/watch?v=Puo8-CSgxlA","should be easy to beat"
6.0,"Mercs (Genesis)","Arcade - Normal","","","Sega Genesis","USA / NTSC","baldnate",648.0,"2018-10-18","https://www.youtube.com/watch?v=lq9fzj5L2PI&feature=youtu.be","Control gained at .18  Control lost at 10:48.84    Mic was accidentally left muted :-("
1.0,"Fantasy Zone (TG16)","Any%","","","TurboGrafx-16/PC Engine","USA / NTSC","baldnate",520.0,"2018-10-14","https://www.youtube.com/watch?v=3P8zQtJd084","Start: 0.27  End: 8:40.54"
4.0,"Guerrilla War","Any% (Easy)","","","Nintendo Entertainment System","JPN / NTSC","baldnate",921.0,"2018-10-08","https://youtu.be/8A87JOnRE-E","Played on a front-loader NES with an EDN8.    Start time 0.12  End time 15:22.07"
1.0,"Star Evil (Pubby)","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",133.0,"2018-10-07","https://www.youtube.com/watch?v=xunQsGZr9eA","Played on a front-loader NES with an EDN8.     Start time 0.12  End time 2.13.86"
3.0,"Guerrilla War","Any% (Hard)","","","Nintendo Entertainment System","JPN / NTSC","baldnate",945.0,"2018-09-16","https://www.youtube.com/watch?v=vTe7cl29NbU","Played on a front-loader NES with an EDN8."
1.0,"Strider (NES)","Zipless","","","Nintendo Entertainment System","USA / NTSC","baldnate",1740.77,"2018-08-31","https://www.youtube.com/watch?v=xAW9a_Lp3Sk","Played on BizHawk 2.3.0"
1.0,"Strider (NES)","TG ruleset","","","Nintendo Entertainment System","USA / NTSC","baldnate",1858.0,"2018-08-31","https://youtu.be/O30Qy6FOWHM","Played on BizHawk 2.3.0"
1.0,"Arcticfox","Beginner Mode","","","MS-DOS","USA / NTSC","baldnate",96.0,"2018-08-21","https://www.youtube.com/watch?v=qfmgNdIpJyQ","Played in DOSBox."
2.0,"Breakthru","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",400.81,"2018-08-20","https://www.youtube.com/watch?v=KuKfgFBsdKc","Played on BizHawk 2.3.0    Control gained at -0.04  Control lost at 6:40.77"
1.0,"Syndicate","any%","","","MS-DOS","","baldnate",18515.0,"2018-08-11","https://www.youtube.com/watch?v=ZBLLLGjyg6Q","Played in DOSBox."
3.0,"Alley Cat","Kiss Felicia","Kitten","","MS-DOS","","baldnate",19.0,"2018-08-06","https://youtu.be/cp3EZ0REPOI","None"
2.0,"Alley Cat","Have Kittens","Kitten","","MS-DOS","","baldnate",52.0,"2018-08-06","https://youtu.be/7Yoy5R0F1Zs","None"
5.0,"Super Dodge Ball","100% (Difficult)","Original NES version","","Nintendo Entertainment System","USA / NTSC","baldnate",685.0,"2018-07-26","https://www.youtube.com/watch?v=pclnFcrrmx4","Played in BizHawk."
2.0,"Super Dodge Ball","Any% (Difficult)","Original NES version","","Nintendo Entertainment System","USA / NTSC","baldnate",502.0,"2018-07-25","https://www.youtube.com/watch?v=N12oZknURTs","Played on BizHawk."
2.0,"Galaga 88/90","First Dimension","","Dual ship -- 451220","TurboGrafx-16/PC Engine","USA / NTSC","baldnate",775.0,"2018-07-24","https://www.youtube.com/watch?v=TMe4GvLur-Y","Played in BizHawk.  Sub 13!"
5.0,"Columns","Level 10","Pro","","Sega Genesis","USA / NTSC","baldnate",448.0,"2018-07-21","https://youtu.be/9X6FJoIUB-M","Played on BizHawk."
1.0,"Galaga 88/90","Any%","","Dual ship -- 616270","TurboGrafx-16/PC Engine","USA / NTSC","baldnate",813.0,"2018-07-20","https://www.youtube.com/watch?v=kpsFoGXaY3w","Played on BizHawk.  Two hits."
1.0,"Astrosmash","20,000 Points","","Top","Intellivision","USA / NTSC","baldnate",278.0,"2018-07-18","https://www.youtube.com/watch?v=yoah3g5Cibw","Played on BizHawk."
2.0,"Astrosmash","100,000 Points","","Top","Intellivision","USA / NTSC","baldnate",973.0,"2018-07-18","https://www.youtube.com/watch?v=7xfIUbiyHkE","Played on BizHawk"
1.0,"Galaga 88/90","Fourth Dimension","","Dual ship -- 1107610","TurboGrafx-16/PC Engine","USA / NTSC","baldnate",901.0,"2018-07-16","https://www.youtube.com/watch?v=2SXQ25pL9hA","Played on BizHawk.  Deathless."
2.0,"Galaga 88/90","Second Dimension","","Dual ship -- 678700","TurboGrafx-16/PC Engine","USA / NTSC","baldnate",821.0,"2018-07-16","https://www.youtube.com/watch?v=yNJN9Zt6oqY","Played on BizHawk."
1.0,"Galaga 88/90","Third Dimension","","Dual ship -- 892350","TurboGrafx-16/PC Engine","USA / NTSC","baldnate",828.0,"2018-07-16","https://www.youtube.com/watch?v=ZEk4Ap419Xk","Played on BizHawk."
8.0,"Columns","Level 100","Novice","","Sega Genesis","USA / NTSC","baldnate",3443.0,"2018-07-15","https://www.youtube.com/watch?v=CCbl_HJh5s0","Starting frame: 366  Ending frame: 206694  Total frames: 206329  Run time: 57m 23s    Played on BizHawk."
8.0,"Columns","100k Points","Novice","","Sega Genesis","USA / NTSC","baldnate",370.0,"2018-07-13","https://www.youtube.com/watch?v=98EADzh2ouU","Played on BizHawk."
7.0,"Columns","Level 10","Amateur","","Sega Genesis","USA / NTSC","baldnate",394.0,"2018-07-09","https://www.youtube.com/watch?v=kiIYqYoadWQ","Used BizHawk"
4.0,"Columns","100k Points","Amateur","","Sega Genesis","USA / NTSC","baldnate",629.0,"2018-07-09","https://www.youtube.com/watch?v=KjGjSesXYu4","Used BizHawk"
10.0,"Columns","Level 10","Novice","","Sega Genesis","USA / NTSC","baldnate",288.0,"2018-07-09","https://www.youtube.com/watch?v=2REW16iqBq0","Used BizHawk."
3.0,"Columns","Arcade","Easy","81,889","Sega Genesis","USA / NTSC","baldnate",3.0,"2018-07-09","https://www.youtube.com/watch?v=kNmEiP6iI-w","Played on BizHawk"
7.0,"Columns","Arcade","Hard","83,919","Sega Genesis","USA / NTSC","baldnate",7.0,"2018-07-09","https://www.youtube.com/watch?v=vAwQKb-qZTk","Used BizHawk."
3.0,"Columns","Arcade","Medium","35,297","Sega Genesis","USA / NTSC","baldnate",3.0,"2018-07-08","https://www.youtube.com/watch?v=O4rTn3eMGps","Played on BizHawk"
104.0,"Contra","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",658.0,"2018-07-04","https://www.youtube.com/watch?v=4XfuvumdvX4","Used BizHawk 2.2.2."
25.0,"Whomp 'Em","Any%","","","Nintendo Entertainment System","USA / NTSC","baldnate",1055.0,"2018-06-11","https://www.youtube.com/watch?v=sdHeKcb2PrM","Used FCEUX to whomp them."
144.0,"Tetris (NES)","100 Lines","","Level 9","Nintendo Entertainment System","USA / NTSC","baldnate",349.0,"2018-06-03","https://www.youtube.com/watch?v=Arwu8BhbDGk","Used FCEUX"
17.0,"Spartan X 2","Normal","","","Nintendo Entertainment System","JPN / NTSC","baldnate",459.0,"2018-06-03","https://www.youtube.com/watch?v=Eq3vwFcnchc","Used FCEUX."
20.0,"Contra","Low%","","","Nintendo Entertainment System","USA / NTSC","baldnate",834.0,"2018-05-28","https://www.youtube.com/watch?v=XXb3fc_WVEY","Used FCEUX"
2.0,"Elevator Action","Single Loop","Arcade","","Arcade","USA / NTSC","baldnate",581.0,"2018-05-20","https://youtu.be/c4xeSA0Ey9s","so many actions"
1.0,"Space Hawk","200,000 Points","Intellivision","Fastest","Intellivision","USA / NTSC","baldnate",1382.0,"2018-05-19","https://www.twitch.tv/videos/263006114","None"
1.0,"Space Hawk","1,000,000 Points","Intellivision","Fastest","Intellivision","USA / NTSC","baldnate",4667.0,"2018-05-19","https://www.youtube.com/watch?v=AphsieEx4wU","None"
2.0,"BurgerTime (Intellivision)","1 Loop","","Fastest","Intellivision","USA / NTSC","baldnate",419.0,"2018-05-16","https://www.youtube.com/watch?v=cHty2DbOs4w","time for burger"
